Intents,queries,response1,response2
"creator,invent",Information related to who made you please.,"I was created by M Huzaifa Alam, a passionate developer. Feel free to ask more.","This chatbot is a project by M Huzaifa Alam, designed to assist you. I'm here to help."
"creator,invent",How does you are made by whom work at your university?,"I was created by M Huzaifa Alam, a passionate developer.","This chatbot is a project by M Huzaifa Alam, designed to assist you. I'm here to help."
"creator,invent",I want to know more about your creators.,"I was created by M Huzaifa Alam, a passionate developer. Feel free to ask more.","This chatbot is a project by M Huzaifa Alam, designed to assist you. I'm here to help."
"creator,invent",Who should I contact about who create you?,"I was created by M Huzaifa Alam, a passionate developer. Feel free to ask more.","This chatbot is a project by M Huzaifa Alam, designed to assist you. I'm here to help."
"creator,invent",Who should I contact about who created you?,"I was created by M Huzaifa Alam, a passionate developer.","This chatbot is a project by M Huzaifa Alam, designed to assist you."
"creator,invent",Can you tell me about developers?,"I was created by M Huzaifa Alam, a passionate developer. Feel free to ask more.","This chatbot is a project by M Huzaifa Alam, designed to assist you."
Intro,Could you please explain what are you?,I am   AskU your smart assistant. Feel free to ask more.,The name  asked for is AskU. I'm here to help.
Intro,Information related to who is this please.,I am   AskU your smart assistant.,The name  asked for is AskU.
Intro,Who should I contact about what are you?,I am   AskU your smart assistant. Feel free to ask more.,The name  asked for is AskU.
Intro,Give me details on what am i chatting to.,I am   AskU your smart assistant.,The name  asked for is AskU.
Intro,Give me details on what should i call you.,I am   AskU your smart assistant.,The name  asked for is AskU.
Intro,Give me details on what should i call you.,I am   AskU your smart assistant. Feel free to ask more.,The name  asked for is AskU. I'm here to help.
Intro,I want to know more about what are you.,I am   AskU your smart assistant.,The name  asked for is AskU. I'm here to help.
Intro,Give me details on what am i chatting to.,I am   AskU your smart assistant.,The name  asked for is AskU.
Intro,I want to know more about who is this.,I am   AskU your smart assistant. Feel free to ask more.,The name  asked for is AskU. I'm here to help.
Intro,How does what are you called work at your university?,I am   AskU your smart assistant. Feel free to ask more.,The name  asked for is AskU. I'm here to help.
timing,Give me details on college timing.,The college timing is from 8:00 am to 5:00 pm  on working days.,Classes are scheduled from 8:00 am to 5:00 pm from Monday to Friday.
timing,I want to know more about when should i come to college.,The college timing is from 8:00 am to 5:00 pm  on working days.,Classes are scheduled from 8:00 am to 5:00 pm from Monday to Friday. I'm here to help.
timing,Could you please explain when should i come to college?,The college timing is from 8:00 am to 5:00 pm  on working days. Feel free to ask more.,Classes are scheduled from 8:00 am to 5:00 pm from Monday to Friday. I'm here to help.
timing,Information related to timing college please.,The college timing is from 8:00 am to 5:00 pm  on working days. Feel free to ask more.,Classes are scheduled from 8:00 am to 5:00 pm from Monday to Friday. I'm here to help.
timing,Can you tell me about when are you guys open?,The college timing is from 8:00 am to 5:00 pm  on working days. Feel free to ask more.,Classes are scheduled from 8:00 am to 5:00 pm from Monday to Friday. I'm here to help.
timing,How does is college open on saturday work at your university?,The college timing is from 8:00 am to 5:00 pm  on working days.,Classes are scheduled from 8:00 am to 5:00 pm from Monday to Friday. I'm here to help.
timing,How does when are you guys open work at your university?,The college timing is from 8:00 am to 5:00 pm  on working days. Feel free to ask more.,Classes are scheduled from 8:00 am to 5:00 pm from Monday to Friday.
timing,Give me details on what is the college  hours.,The college timing is from 8:00 am to 5:00 pm  on working days. Feel free to ask more.,Classes are scheduled from 8:00 am to 5:00 pm from Monday to Friday.
timing,Can you tell me about when should i come to college?,The college timing is from 8:00 am to 5:00 pm  on working days. Feel free to ask more.,Classes are scheduled from 8:00 am to 5:00 pm from Monday to Friday.
timing,Who should I contact about timing college?,The college timing is from 8:00 am to 5:00 pm  on working days.,Classes are scheduled from 8:00 am to 5:00 pm from Monday to Friday. I'm here to help.
number,Give me details on college telephone number.,You can contact the college at +9478378289372 Feel free to ask more.,Our contact number is +9478378289372  . Please feel free to call us
number,I want to know more about what is your contact no.,You can contact the college at +9478378289372 Feel free to ask more.,Our contact number is +9478378289372  . Please feel free to call us I'm here to help.
number,What do you mean by college number?,You can contact the college at +9478378289372 Feel free to ask more.,Our contact number is +9478378289372  . Please feel free to call us I'm here to help.
number,Information related to contact number? please.,You can contact the college at +9478378289372,Our contact number is +9478378289372  . Please feel free to call us
number,Give me details on phone no.,You can contact the college at +9478378289372 Feel free to ask more.,Our contact number is +9478378289372  . Please feel free to call us
number,Give me details on college telephone number.,You can contact the college at +9478378289372 Feel free to ask more.,Our contact number is +9478378289372  . Please feel free to call us
number,I want to know more about more info.,You can contact the college at +9478378289372,Our contact number is +9478378289372  . Please feel free to call us
number,What do you mean by contact number??,You can contact the college at +9478378289372 Feel free to ask more.,Our contact number is +9478378289372  . Please feel free to call us
number,What do you mean by how can i call you?,You can contact the college at +9478378289372 Feel free to ask more.,Our contact number is +9478378289372  . Please feel free to call us I'm here to help.
number,Could you please explain can i get your phone number?,You can contact the college at +9478378289372,Our contact number is +9478378289372  . Please feel free to call us
course,How does computer engineering? work at your university?,"Our college offers courses in Computer Engineering, Information Technology, Mechanical Engineering, Civil Engineering, and Chemical Engineering Feel free to ask more.","We provide courses in Computer Science, IT, AI/ML, Mechanical, Civil, and Chemical Engineering."
course,Can you tell me about list of courses offered in?,"Our college offers courses in Computer Engineering, Information Technology, Mechanical Engineering, Civil Engineering, and Chemical Engineering Feel free to ask more.","We provide courses in Computer Science, IT, AI/ML, Mechanical, Civil, and Chemical Engineering. I'm here to help."
course,Can you tell me about courses available at uni??,"Our college offers courses in Computer Engineering, Information Technology, Mechanical Engineering, Civil Engineering, and Chemical Engineering","We provide courses in Computer Science, IT, AI/ML, Mechanical, Civil, and Chemical Engineering. I'm here to help."
course,Who should I contact about civil engineering?,"Our college offers courses in Computer Engineering, Information Technology, Mechanical Engineering, Civil Engineering, and Chemical Engineering Feel free to ask more.","We provide courses in Computer Science, IT, AI/ML, Mechanical, Civil, and Chemical Engineering. I'm here to help."
course,Can you tell me about branches??,"Our college offers courses in Computer Engineering, Information Technology, Mechanical Engineering, Civil Engineering, and Chemical Engineering","We provide courses in Computer Science, IT, AI/ML, Mechanical, Civil, and Chemical Engineering. I'm here to help."
course,Information related to what are the courses offered in your college? please.,"Our college offers courses in Computer Engineering, Information Technology, Mechanical Engineering, Civil Engineering, and Chemical Engineering Feel free to ask more.","We provide courses in Computer Science, IT, AI/ML, Mechanical, Civil, and Chemical Engineering. I'm here to help."
course,Information related to information technology please.,"Our college offers courses in Computer Engineering, Information Technology, Mechanical Engineering, Civil Engineering, and Chemical Engineering Feel free to ask more.","We provide courses in Computer Science, IT, AI/ML, Mechanical, Civil, and Chemical Engineering. I'm here to help."
course,Give me details on courses?.,"Our college offers courses in Computer Engineering, Information Technology, Mechanical Engineering, Civil Engineering, and Chemical Engineering Feel free to ask more.","We provide courses in Computer Science, IT, AI/ML, Mechanical, Civil, and Chemical Engineering. I'm here to help."
course,Could you please explain computer?,"Our college offers courses in Computer Engineering, Information Technology, Mechanical Engineering, Civil Engineering, and Chemical Engineering","We provide courses in Computer Science, IT, AI/ML, Mechanical, Civil, and Chemical Engineering. I'm here to help."
course,Who should I contact about list of courses offered in?,"Our college offers courses in Computer Engineering, Information Technology, Mechanical Engineering, Civil Engineering, and Chemical Engineering Feel free to ask more.","We provide courses in Computer Science, IT, AI/ML, Mechanical, Civil, and Chemical Engineering."
fees,Information related to tell me the fee please.,"The fee per semester is 250,000  for different programs like Computer Engineering, IT, and others Feel free to ask more.","Each semester fee is 250,000 for various courses such as Mechanical, Civil, and Chemical Engineering I'm here to help."
fees,Can you tell me about fees for non-ac room for girls?,"The fee per semester is 250,000  for different programs like Computer Engineering, IT, and others","Each semester fee is 250,000 for various courses such as Mechanical, Civil, and Chemical Engineering I'm here to help."
fees,Give me details on college fee.,"The fee per semester is 250,000  for different programs like Computer Engineering, IT, and others Feel free to ask more.","Each semester fee is 250,000 for various courses such as Mechanical, Civil, and Chemical Engineering"
fees,Give me details on hostel fees.,"The fee per semester is 250,000  for different programs like Computer Engineering, IT, and others","Each semester fee is 250,000 for various courses such as Mechanical, Civil, and Chemical Engineering I'm here to help."
fees,Give me details on fees for ac room.,"The fee per semester is 250,000  for different programs like Computer Engineering, IT, and others Feel free to ask more.","Each semester fee is 250,000 for various courses such as Mechanical, Civil, and Chemical Engineering"
fees,Give me details on what is the fee of each semester.,"The fee per semester is 250,000  for different programs like Computer Engineering, IT, and others Feel free to ask more.","Each semester fee is 250,000 for various courses such as Mechanical, Civil, and Chemical Engineering"
fees,Who should I contact about information on fee?,"The fee per semester is 250,000  for different programs like Computer Engineering, IT, and others","Each semester fee is 250,000 for various courses such as Mechanical, Civil, and Chemical Engineering I'm here to help."
fees,How does fees for first year work at your university?,"The fee per semester is 250,000  for different programs like Computer Engineering, IT, and others Feel free to ask more.","Each semester fee is 250,000 for various courses such as Mechanical, Civil, and Chemical Engineering I'm here to help."
fees,What do you mean by what is the fees of hostel?,"The fee per semester is 250,000  for different programs like Computer Engineering, IT, and others Feel free to ask more.","Each semester fee is 250,000 for various courses such as Mechanical, Civil, and Chemical Engineering"
fees,Could you please explain what is fee?,"The fee per semester is 250,000  for different programs like Computer Engineering, IT, and others","Each semester fee is 250,000 for various courses such as Mechanical, Civil, and Chemical Engineering I'm here to help."
location,Can you tell me about college is located at?,"The college is located at Avenue 1, Khayaban-e-Jinnah, Pir Mansur, Johar Town, Lahore, Punjab.","Avenue 1, Khayaban-e-Jinnah, Pir Mansur, Johar Town, Lahore, Punjab. You can easily reach it via Khayaban-e-Jinnah Road."
location,What do you mean by where is college?,"The college is located at Avenue 1, Khayaban-e-Jinnah, Pir Mansur, Johar Town, Lahore, Punjab. Feel free to ask more.","Avenue 1, Khayaban-e-Jinnah, Pir Mansur, Johar Town, Lahore, Punjab. You can easily reach it via Khayaban-e-Jinnah Road."
location,I want to know more about address.,"The college is located at Avenue 1, Khayaban-e-Jinnah, Pir Mansur, Johar Town, Lahore, Punjab. Feel free to ask more.","Avenue 1, Khayaban-e-Jinnah, Pir Mansur, Johar Town, Lahore, Punjab. You can easily reach it via Khayaban-e-Jinnah Road."
location,Give me details on where is the college located.,"The college is located at Avenue 1, Khayaban-e-Jinnah, Pir Mansur, Johar Town, Lahore, Punjab. Feel free to ask more.","Avenue 1, Khayaban-e-Jinnah, Pir Mansur, Johar Town, Lahore, Punjab. You can easily reach it via Khayaban-e-Jinnah Road. I'm here to help."
location,Information related to what is the address of college please.,"The college is located at Avenue 1, Khayaban-e-Jinnah, Pir Mansur, Johar Town, Lahore, Punjab.","Avenue 1, Khayaban-e-Jinnah, Pir Mansur, Johar Town, Lahore, Punjab. You can easily reach it via Khayaban-e-Jinnah Road."
location,Who should I contact about college is located at?,"The college is located at Avenue 1, Khayaban-e-Jinnah, Pir Mansur, Johar Town, Lahore, Punjab.","Avenue 1, Khayaban-e-Jinnah, Pir Mansur, Johar Town, Lahore, Punjab. You can easily reach it via Khayaban-e-Jinnah Road. I'm here to help."
location,Who should I contact about location?,"The college is located at Avenue 1, Khayaban-e-Jinnah, Pir Mansur, Johar Town, Lahore, Punjab.","Avenue 1, Khayaban-e-Jinnah, Pir Mansur, Johar Town, Lahore, Punjab. You can easily reach it via Khayaban-e-Jinnah Road. I'm here to help."
location,Who should I contact about how can i reach college?,"The college is located at Avenue 1, Khayaban-e-Jinnah, Pir Mansur, Johar Town, Lahore, Punjab.","Avenue 1, Khayaban-e-Jinnah, Pir Mansur, Johar Town, Lahore, Punjab. You can easily reach it via Khayaban-e-Jinnah Road."
location,Information related to address please.,"The college is located at Avenue 1, Khayaban-e-Jinnah, Pir Mansur, Johar Town, Lahore, Punjab.","Avenue 1, Khayaban-e-Jinnah, Pir Mansur, Johar Town, Lahore, Punjab. You can easily reach it via Khayaban-e-Jinnah Road. I'm here to help."
location,Could you please explain college location?,"The college is located at Avenue 1, Khayaban-e-Jinnah, Pir Mansur, Johar Town, Lahore, Punjab. Feel free to ask more.","Avenue 1, Khayaban-e-Jinnah, Pir Mansur, Johar Town, Lahore, Punjab. You can easily reach it via Khayaban-e-Jinnah Road. I'm here to help."
hostel,What do you mean by do you have hostel?,"Yes, the college provides hostel facilities for girls. For detailed information about hostel services, location, fees, and other details, please visit our official website Feel free to ask more.","We offer hostel facilities for students. You can find all the details about hostel location, fees, capacity, and how to apply by visiting our website:  https://ucp.edu.pk/facilities/girls-hostel/ I'm here to help."
hostel,Give me details on how to get in hostel.,"Yes, the college provides hostel facilities for girls. For detailed information about hostel services, location, fees, and other details, please visit our official website Feel free to ask more.","We offer hostel facilities for students. You can find all the details about hostel location, fees, capacity, and how to apply by visiting our website:  https://ucp.edu.pk/facilities/girls-hostel/"
hostel,Who should I contact about hostel college distance?,"Yes, the college provides hostel facilities for girls. For detailed information about hostel services, location, fees, and other details, please visit our official website","We offer hostel facilities for students. You can find all the details about hostel location, fees, capacity, and how to apply by visiting our website:  https://ucp.edu.pk/facilities/girls-hostel/ I'm here to help."
hostel,Who should I contact about hostel facility?,"Yes, the college provides hostel facilities for girls. For detailed information about hostel services, location, fees, and other details, please visit our official website Feel free to ask more.","We offer hostel facilities for students. You can find all the details about hostel location, fees, capacity, and how to apply by visiting our website:  https://ucp.edu.pk/facilities/girls-hostel/"
hostel,I want to know more about where is the hostel.,"Yes, the college provides hostel facilities for girls. For detailed information about hostel services, location, fees, and other details, please visit our official website","We offer hostel facilities for students. You can find all the details about hostel location, fees, capacity, and how to apply by visiting our website:  https://ucp.edu.pk/facilities/girls-hostel/"
hostel,Can you tell me about does college provide hostel?,"Yes, the college provides hostel facilities for girls. For detailed information about hostel services, location, fees, and other details, please visit our official website Feel free to ask more.","We offer hostel facilities for students. You can find all the details about hostel location, fees, capacity, and how to apply by visiting our website:  https://ucp.edu.pk/facilities/girls-hostel/ I'm here to help."
hostel,Who should I contact about hostel address?,"Yes, the college provides hostel facilities for girls. For detailed information about hostel services, location, fees, and other details, please visit our official website Feel free to ask more.","We offer hostel facilities for students. You can find all the details about hostel location, fees, capacity, and how to apply by visiting our website:  https://ucp.edu.pk/facilities/girls-hostel/"
hostel,I want to know more about hostel facilities.,"Yes, the college provides hostel facilities for girls. For detailed information about hostel services, location, fees, and other details, please visit our official website Feel free to ask more.","We offer hostel facilities for students. You can find all the details about hostel location, fees, capacity, and how to apply by visiting our website:  https://ucp.edu.pk/facilities/girls-hostel/"
hostel,Who should I contact about hostel servive?,"Yes, the college provides hostel facilities for girls. For detailed information about hostel services, location, fees, and other details, please visit our official website Feel free to ask more.","We offer hostel facilities for students. You can find all the details about hostel location, fees, capacity, and how to apply by visiting our website:  https://ucp.edu.pk/facilities/girls-hostel/"
hostel,Give me details on what is the hostel address.,"Yes, the college provides hostel facilities for girls. For detailed information about hostel services, location, fees, and other details, please visit our official website","We offer hostel facilities for students. You can find all the details about hostel location, fees, capacity, and how to apply by visiting our website:  https://ucp.edu.pk/facilities/girls-hostel/ I'm here to help."
event,I want to know more about functions.,"Our college organizes various events throughout the year, including academic conferences, cultural festivals, sports activities, and more. For the complete list of events and their details, please visit: https://ucp.edu.pk/event/ Feel free to ask more.","Yes, our college hosts numerous events like workshops, seminars, competitions, and celebrations. To explore the list of upcoming and past events, check out our official events page:  https://ucp.edu.pk/event/  I'm here to help."
event,Information related to list of events conducted in college please.,"Our college organizes various events throughout the year, including academic conferences, cultural festivals, sports activities, and more. For the complete list of events and their details, please visit: https://ucp.edu.pk/event/","Yes, our college hosts numerous events like workshops, seminars, competitions, and celebrations. To explore the list of upcoming and past events, check out our official events page:  https://ucp.edu.pk/event/  I'm here to help."
event,Could you please explain what about events?,"Our college organizes various events throughout the year, including academic conferences, cultural festivals, sports activities, and more. For the complete list of events and their details, please visit: https://ucp.edu.pk/event/ Feel free to ask more.","Yes, our college hosts numerous events like workshops, seminars, competitions, and celebrations. To explore the list of upcoming and past events, check out our official events page:  https://ucp.edu.pk/event/  I'm here to help."
event,Could you please explain what about events?,"Our college organizes various events throughout the year, including academic conferences, cultural festivals, sports activities, and more. For the complete list of events and their details, please visit: https://ucp.edu.pk/event/ Feel free to ask more.","Yes, our college hosts numerous events like workshops, seminars, competitions, and celebrations. To explore the list of upcoming and past events, check out our official events page:  https://ucp.edu.pk/event/ "
event,Who should I contact about functions?,"Our college organizes various events throughout the year, including academic conferences, cultural festivals, sports activities, and more. For the complete list of events and their details, please visit: https://ucp.edu.pk/event/ Feel free to ask more.","Yes, our college hosts numerous events like workshops, seminars, competitions, and celebrations. To explore the list of upcoming and past events, check out our official events page:  https://ucp.edu.pk/event/ "
event,I want to know more about functions.,"Our college organizes various events throughout the year, including academic conferences, cultural festivals, sports activities, and more. For the complete list of events and their details, please visit: https://ucp.edu.pk/event/ Feel free to ask more.","Yes, our college hosts numerous events like workshops, seminars, competitions, and celebrations. To explore the list of upcoming and past events, check out our official events page:  https://ucp.edu.pk/event/ "
event,How does what about events work at your university?,"Our college organizes various events throughout the year, including academic conferences, cultural festivals, sports activities, and more. For the complete list of events and their details, please visit: https://ucp.edu.pk/event/ Feel free to ask more.","Yes, our college hosts numerous events like workshops, seminars, competitions, and celebrations. To explore the list of upcoming and past events, check out our official events page:  https://ucp.edu.pk/event/  I'm here to help."
event,I want to know more about functions.,"Our college organizes various events throughout the year, including academic conferences, cultural festivals, sports activities, and more. For the complete list of events and their details, please visit: https://ucp.edu.pk/event/","Yes, our college hosts numerous events like workshops, seminars, competitions, and celebrations. To explore the list of upcoming and past events, check out our official events page:  https://ucp.edu.pk/event/ "
event,Could you please explain functions?,"Our college organizes various events throughout the year, including academic conferences, cultural festivals, sports activities, and more. For the complete list of events and their details, please visit: https://ucp.edu.pk/event/","Yes, our college hosts numerous events like workshops, seminars, competitions, and celebrations. To explore the list of upcoming and past events, check out our official events page:  https://ucp.edu.pk/event/  I'm here to help."
event,How does what events are conducted in college work at your university?,"Our college organizes various events throughout the year, including academic conferences, cultural festivals, sports activities, and more. For the complete list of events and their details, please visit: https://ucp.edu.pk/event/ Feel free to ask more.","Yes, our college hosts numerous events like workshops, seminars, competitions, and celebrations. To explore the list of upcoming and past events, check out our official events page:  https://ucp.edu.pk/event/ "
document,Give me details on what document are required for admission.,"To complete your admission process, specific documents are required. Please refer to the official handbook for a detailed list of the documents needed: //ucp.edu.pk/inc/uploads/2019/01/UCP-HandBook-UnderGraduate-Studies.pdf","The documents required for admission include academic certificates, CNIC/B-Form, photographs, and other relevant documents. For a comprehensive list, please visit: //ucp.edu.pk/inc/uploads/2019/01/UCP-HandBook-UnderGraduate-Studies.pdf I'm here to help."
document,Could you please explain what documents do i need for admission?,"To complete your admission process, specific documents are required. Please refer to the official handbook for a detailed list of the documents needed: //ucp.edu.pk/inc/uploads/2019/01/UCP-HandBook-UnderGraduate-Studies.pdf","The documents required for admission include academic certificates, CNIC/B-Form, photographs, and other relevant documents. For a comprehensive list, please visit: //ucp.edu.pk/inc/uploads/2019/01/UCP-HandBook-UnderGraduate-Studies.pdf"
document,Give me details on documents needed for admision.,"To complete your admission process, specific documents are required. Please refer to the official handbook for a detailed list of the documents needed: //ucp.edu.pk/inc/uploads/2019/01/UCP-HandBook-UnderGraduate-Studies.pdf Feel free to ask more.","The documents required for admission include academic certificates, CNIC/B-Form, photographs, and other relevant documents. For a comprehensive list, please visit: //ucp.edu.pk/inc/uploads/2019/01/UCP-HandBook-UnderGraduate-Studies.pdf I'm here to help."
document,I want to know more about what documents do i need.,"To complete your admission process, specific documents are required. Please refer to the official handbook for a detailed list of the documents needed: //ucp.edu.pk/inc/uploads/2019/01/UCP-HandBook-UnderGraduate-Studies.pdf Feel free to ask more.","The documents required for admission include academic certificates, CNIC/B-Form, photographs, and other relevant documents. For a comprehensive list, please visit: //ucp.edu.pk/inc/uploads/2019/01/UCP-HandBook-UnderGraduate-Studies.pdf I'm here to help."
document,How does documents required for admision work at your university?,"To complete your admission process, specific documents are required. Please refer to the official handbook for a detailed list of the documents needed: //ucp.edu.pk/inc/uploads/2019/01/UCP-HandBook-UnderGraduate-Studies.pdf","The documents required for admission include academic certificates, CNIC/B-Form, photographs, and other relevant documents. For a comprehensive list, please visit: //ucp.edu.pk/inc/uploads/2019/01/UCP-HandBook-UnderGraduate-Studies.pdf I'm here to help."
document,Give me details on documents needed.,"To complete your admission process, specific documents are required. Please refer to the official handbook for a detailed list of the documents needed: //ucp.edu.pk/inc/uploads/2019/01/UCP-HandBook-UnderGraduate-Studies.pdf","The documents required for admission include academic certificates, CNIC/B-Form, photographs, and other relevant documents. For a comprehensive list, please visit: //ucp.edu.pk/inc/uploads/2019/01/UCP-HandBook-UnderGraduate-Studies.pdf"
document,Could you please explain what documents do i need for admission?,"To complete your admission process, specific documents are required. Please refer to the official handbook for a detailed list of the documents needed: //ucp.edu.pk/inc/uploads/2019/01/UCP-HandBook-UnderGraduate-Studies.pdf Feel free to ask more.","The documents required for admission include academic certificates, CNIC/B-Form, photographs, and other relevant documents. For a comprehensive list, please visit: //ucp.edu.pk/inc/uploads/2019/01/UCP-HandBook-UnderGraduate-Studies.pdf I'm here to help."
document,What do you mean by which document to bring for admission?,"To complete your admission process, specific documents are required. Please refer to the official handbook for a detailed list of the documents needed: //ucp.edu.pk/inc/uploads/2019/01/UCP-HandBook-UnderGraduate-Studies.pdf","The documents required for admission include academic certificates, CNIC/B-Form, photographs, and other relevant documents. For a comprehensive list, please visit: //ucp.edu.pk/inc/uploads/2019/01/UCP-HandBook-UnderGraduate-Studies.pdf"
document,How does documents required at the time of admission work at your university?,"To complete your admission process, specific documents are required. Please refer to the official handbook for a detailed list of the documents needed: //ucp.edu.pk/inc/uploads/2019/01/UCP-HandBook-UnderGraduate-Studies.pdf","The documents required for admission include academic certificates, CNIC/B-Form, photographs, and other relevant documents. For a comprehensive list, please visit: //ucp.edu.pk/inc/uploads/2019/01/UCP-HandBook-UnderGraduate-Studies.pdf I'm here to help."
document,Can you tell me about documents needed for admision?,"To complete your admission process, specific documents are required. Please refer to the official handbook for a detailed list of the documents needed: //ucp.edu.pk/inc/uploads/2019/01/UCP-HandBook-UnderGraduate-Studies.pdf","The documents required for admission include academic certificates, CNIC/B-Form, photographs, and other relevant documents. For a comprehensive list, please visit: //ucp.edu.pk/inc/uploads/2019/01/UCP-HandBook-UnderGraduate-Studies.pdf I'm here to help."
floors,Can you tell me about size of campus?,"The university campus is spread across a large area, offering state-of-the-art facilities and modern infrastructure. The main college building has multiple floors designed to accommodate classrooms, labs, and administrative offices. For specific details, feel free to reach out to the administration.","Our college building is designed to provide ample space for academic and extracurricular activities. It consists of X floors (provide exact number if available) and includes classrooms, laboratories, and other facilities. The campus is well-structured to support a productive learning environment."
floors,Who should I contact about how many floors does college have?,"The university campus is spread across a large area, offering state-of-the-art facilities and modern infrastructure. The main college building has multiple floors designed to accommodate classrooms, labs, and administrative offices. For specific details, feel free to reach out to the administration. Feel free to ask more.","Our college building is designed to provide ample space for academic and extracurricular activities. It consists of X floors (provide exact number if available) and includes classrooms, laboratories, and other facilities. The campus is well-structured to support a productive learning environment. I'm here to help."
floors,What do you mean by how many floors does college have?,"The university campus is spread across a large area, offering state-of-the-art facilities and modern infrastructure. The main college building has multiple floors designed to accommodate classrooms, labs, and administrative offices. For specific details, feel free to reach out to the administration. Feel free to ask more.","Our college building is designed to provide ample space for academic and extracurricular activities. It consists of X floors (provide exact number if available) and includes classrooms, laboratories, and other facilities. The campus is well-structured to support a productive learning environment."
floors,Information related to floors please.,"The university campus is spread across a large area, offering state-of-the-art facilities and modern infrastructure. The main college building has multiple floors designed to accommodate classrooms, labs, and administrative offices. For specific details, feel free to reach out to the administration. Feel free to ask more.","Our college building is designed to provide ample space for academic and extracurricular activities. It consists of X floors (provide exact number if available) and includes classrooms, laboratories, and other facilities. The campus is well-structured to support a productive learning environment. I'm here to help."
floors,Give me details on floors.,"The university campus is spread across a large area, offering state-of-the-art facilities and modern infrastructure. The main college building has multiple floors designed to accommodate classrooms, labs, and administrative offices. For specific details, feel free to reach out to the administration.","Our college building is designed to provide ample space for academic and extracurricular activities. It consists of X floors (provide exact number if available) and includes classrooms, laboratories, and other facilities. The campus is well-structured to support a productive learning environment."
floors,Who should I contact about building size?,"The university campus is spread across a large area, offering state-of-the-art facilities and modern infrastructure. The main college building has multiple floors designed to accommodate classrooms, labs, and administrative offices. For specific details, feel free to reach out to the administration. Feel free to ask more.","Our college building is designed to provide ample space for academic and extracurricular activities. It consists of X floors (provide exact number if available) and includes classrooms, laboratories, and other facilities. The campus is well-structured to support a productive learning environment. I'm here to help."
floors,Information related to how many floors does college have please.,"The university campus is spread across a large area, offering state-of-the-art facilities and modern infrastructure. The main college building has multiple floors designed to accommodate classrooms, labs, and administrative offices. For specific details, feel free to reach out to the administration.","Our college building is designed to provide ample space for academic and extracurricular activities. It consists of X floors (provide exact number if available) and includes classrooms, laboratories, and other facilities. The campus is well-structured to support a productive learning environment. I'm here to help."
floors,Could you please explain how many floors does college have?,"The university campus is spread across a large area, offering state-of-the-art facilities and modern infrastructure. The main college building has multiple floors designed to accommodate classrooms, labs, and administrative offices. For specific details, feel free to reach out to the administration.","Our college building is designed to provide ample space for academic and extracurricular activities. It consists of X floors (provide exact number if available) and includes classrooms, laboratories, and other facilities. The campus is well-structured to support a productive learning environment. I'm here to help."
floors,Can you tell me about floors in college?,"The university campus is spread across a large area, offering state-of-the-art facilities and modern infrastructure. The main college building has multiple floors designed to accommodate classrooms, labs, and administrative offices. For specific details, feel free to reach out to the administration. Feel free to ask more.","Our college building is designed to provide ample space for academic and extracurricular activities. It consists of X floors (provide exact number if available) and includes classrooms, laboratories, and other facilities. The campus is well-structured to support a productive learning environment. I'm here to help."
floors,I want to know more about building size.,"The university campus is spread across a large area, offering state-of-the-art facilities and modern infrastructure. The main college building has multiple floors designed to accommodate classrooms, labs, and administrative offices. For specific details, feel free to reach out to the administration. Feel free to ask more.","Our college building is designed to provide ample space for academic and extracurricular activities. It consists of X floors (provide exact number if available) and includes classrooms, laboratories, and other facilities. The campus is well-structured to support a productive learning environment. I'm here to help."
syllabus,Could you please explain timetable?,"The Information Technology (IT) syllabus includes topics such as programming languages, databases, networking, data structures, and algorithms. For a detailed syllabus, you can refer to the official academic resources or the course handbook provided by the department.","For the complete IT syllabus, including topics covered in each semester, please visit the university's course catalog or contact the IT department. For information on the upcoming lecture, please check the latest timetable or your student portal. I'm here to help."
syllabus,Information related to syllabus for it please.,"The Information Technology (IT) syllabus includes topics such as programming languages, databases, networking, data structures, and algorithms. For a detailed syllabus, you can refer to the official academic resources or the course handbook provided by the department. Feel free to ask more.","For the complete IT syllabus, including topics covered in each semester, please visit the university's course catalog or contact the IT department. For information on the upcoming lecture, please check the latest timetable or your student portal. I'm here to help."
syllabus,What do you mean by syllabus?,"The Information Technology (IT) syllabus includes topics such as programming languages, databases, networking, data structures, and algorithms. For a detailed syllabus, you can refer to the official academic resources or the course handbook provided by the department.","For the complete IT syllabus, including topics covered in each semester, please visit the university's course catalog or contact the IT department. For information on the upcoming lecture, please check the latest timetable or your student portal. I'm here to help."
syllabus,Give me details on syllabus for it.,"The Information Technology (IT) syllabus includes topics such as programming languages, databases, networking, data structures, and algorithms. For a detailed syllabus, you can refer to the official academic resources or the course handbook provided by the department. Feel free to ask more.","For the complete IT syllabus, including topics covered in each semester, please visit the university's course catalog or contact the IT department. For information on the upcoming lecture, please check the latest timetable or your student portal."
syllabus,I want to know more about syllabus.,"The Information Technology (IT) syllabus includes topics such as programming languages, databases, networking, data structures, and algorithms. For a detailed syllabus, you can refer to the official academic resources or the course handbook provided by the department.","For the complete IT syllabus, including topics covered in each semester, please visit the university's course catalog or contact the IT department. For information on the upcoming lecture, please check the latest timetable or your student portal. I'm here to help."
